patientid, geneid, expression_value
patient48,75,1975022.75
patient48,76,1033213.76
patient48,77,379218.40
patient48,78,1219755.39
patient48,79,1001523.32
patient48,80,1987265.21
patient48,81,338671.78
patient48,82,-152776.73
patient48,83,1484141.50
patient48,84,81136.18
patient48,85,405982.07
patient48,86,1243799.35
patient48,87,74149.93
patient48,88,507656.90
patient48,89,1895332.91
patient48,90,195068.94
patient48,91,827209.90
patient48,92,154203.44
patient48,93,1084070.83
patient48,94,417021.97
patient48,95,-67229.40
patient48,96,-110935.11
patient48,97,929770.45
patient48,98,668215.58
patient48,99,810450.50
patient49,0,704643.39
patient49,1,-74754.42
patient49,2,187230.91
patient49,3,669830.20
patient49,4,275791.92
patient49,5,1809848.78
patient49,6,1559282.62
patient49,7,518871.38
patient49,8,1897240.10
patient49,9,352234.63
patient49,10,1256133.23
patient49,11,1006761.04
patient49,12,1193965.43
patient49,13,1344756.83
patient49,14,-170426.77
patient49,15,197057.03
patient49,16,1708965.65
patient49,17,-53974.76
patient49,18,1195907.46
patient49,19,665712.87
patient49,20,1026536.21
patient49,21,513774.39
patient49,22,1323297.19
patient49,23,679667.54
patient49,24,1560222.47
patient49,25,1527184.31
patient49,26,8257.19
patient49,27,152206.51
patient49,28,1867416.92
patient49,29,1377385.77
patient49,30,627373.32
patient49,31,594406.43
patient49,32,1823772.17
patient49,33,1202526.31
patient49,34,493406.38
patient49,35,1315651.96
patient49,36,771629.92
patient49,37,176090.85
patient49,38,1182271.71
patient49,39,301609.07
patient49,40,851459.54
patient49,41,1851864.80
patient49,42,403266.07
patient49,43,1479618.51
patient49,44,559384.38
patient49,45,495045.77
patient49,46,1748277.89
patient49,47,529495.76
patient49,48,303389.32
patient49,49,1802425.51
patient49,50,567009.19
patient49,51,1980972.99
patient49,52,243858.24
patient49,53,-183471.57
patient49,54,1991923.82
patient49,55,-174361.32
patient49,56,782746.86
patient49,57,-27705.37
patient49,58,1749473.40
patient49,59,976337.12
patient49,60,1794172.27
patient49,61,-11149.08
patient49,62,992293.66
patient49,63,-97817.80
patient49,64,1488237.41
patient49,65,1760467.52
patient49,66,163638.86
patient49,67,36655.09
patient49,68,1485392.95
patient49,69,1918517.53
patient49,70,608930.28
patient49,71,937141.53
patient49,72,42549.50
patient49,73,1408077.21
patient49,74,923259.15
patient49,75,162307.77
patient49,76,523503.86
patient49,77,1447705.92
patient49,78,481711.94
patient49,79,1474020.49
patient49,80,840341.91
patient49,81,1643382.28
patient49,82,462415.79
patient49,83,941798.12
patient49,84,1869371.16
patient49,85,1668203.42
patient49,86,500396.25
patient49,87,1471997.40
patient49,88,180204.24
patient49,89,72187.88
patient49,90,1041677.87
patient49,91,1740829.43
patient49,92,1408335.63
patient49,93,242537.51
patient49,94,737656.32
patient49,95,481362.41
patient49,96,850549.17
patient49,97,-106703.58
patient49,98,1301291.24
patient49,99,661901.10
patient50,0,-162659.94
patient50,1,1220101.86
patient50,2,1782854.50
patient50,3,830592.75
patient50,4,764099.19
patient50,5,194254.58
patient50,6,796504.16
patient50,7,62601.81
patient50,8,1211342.74
patient50,9,-142374.65
patient50,10,1547851.81
patient50,11,1746323.09
patient50,12,1559759.59
patient50,13,980401.49
patient50,14,743103.45
patient50,15,365128.96
patient50,16,1063554.89
patient50,17,1229883.97
patient50,18,1621684.45
patient50,19,1942077.46
patient50,20,269450.57
patient50,21,1786370.86
patient50,22,1238937.60
patient50,23,1818152.37
patient50,24,775789.69
patient50,25,1082315.82
patient50,26,149378.18
patient50,27,51442.26
patient50,28,355753.71
patient50,29,-32803.98
patient50,30,1772564.13
patient50,31,436076.13
patient50,32,611248.85
patient50,33,1527768.82
patient50,34,947012.20
patient50,35,1265244.34
patient50,36,793447.16
patient50,37,1441311.67
patient50,38,449992.25
patient50,39,123433.71
patient50,40,-131044.95
patient50,41,1265129.32
patient50,42,220688.83
patient50,43,842699.65
patient50,44,1566743.64
patient50,45,1198332.09
patient50,46,353215.13
patient50,47,1627386.56
patient50,48,415529.92
patient50,49,1183562.33
patient50,50,826331.83
patient50,51,1300954.68
patient50,52,255232.78
patient50,53,437692.88
patient50,54,1777934.67
patient50,55,200545.47
patient50,56,603415.11
patient50,57,957181.10
patient50,58,542836.34
patient50,59,1924477.50
patient50,60,1053892.58
patient50,61,1492479.28
patient50,62,1048227.03
patient50,63,944704.17
patient50,64,134069.29
patient50,65,1378086.83
patient50,66,1710985.41
patient50,67,1357578.90
patient50,68,389497.69
patient50,69,1042232.97
patient50,70,1092798.04
patient50,71,958402.36
patient50,72,1570782.43
patient50,73,698203.82
patient50,74,755473.97
patient50,75,1289847.77
patient50,76,-123822.52
patient50,77,1151061.15
patient50,78,1941592.37
patient50,79,369058.76
patient50,80,1588833.19
patient50,81,1683509.75
patient50,82,832013.14
patient50,83,1639927.65
patient50,84,234082.04
patient50,85,940350.44
patient50,86,1958488.32
patient50,87,247930.09
patient50,88,691923.17
patient50,89,1747817.25
patient50,90,1941047.23
patient50,91,158441.48
patient50,92,1906949.21
patient50,93,240044.36
patient50,94,450324.77
patient50,95,1189179.13
patient50,96,967510.13
patient50,97,1353279.88
patient50,98,1894638.48
patient50,99,844510.01
patient51,0,1898066.87
patient51,1,601387.75
patient51,2,683830.28
patient51,3,228125.23
patient51,4,1030631.51
patient51,5,434427.52
patient51,6,1349603.24
patient51,7,403008.61
patient51,8,860888.13
patient51,9,1317769.64
patient51,10,1486743.92
patient51,11,1993770.41
patient51,12,339424.12
patient51,13,270163.28
patient51,14,798747.73
patient51,15,412011.04
patient51,16,136616.42
patient51,17,-181466.09
patient51,18,967735.17
patient51,19,626296.88
patient51,20,328903.37
patient51,21,1029029.57
patient51,22,1442455.29
patient51,23,721331.24
patient51,24,762514.34
patient51,25,-7191.10
patient51,26,954048.04
patient51,27,30386.84
patient51,28,29755.83
patient51,29,850698.04
patient51,30,1274478.28
patient51,31,873481.59
patient51,32,1893972.92
patient51,33,1320238.86
patient51,34,1381175.80
patient51,35,434857.60
patient51,36,1771694.82
patient51,37,1566588.55
patient51,38,686928.44
patient51,39,43431.64
patient51,40,1203207.78
patient51,41,1192845.52
patient51,42,856272.94
patient51,43,307056.09
patient51,44,1497892.93
patient51,45,1925301.86
patient51,46,1891137.74
patient51,47,1176589.45
patient51,48,1369488.43
patient51,49,1813082.26
patient51,50,726706.49
patient51,51,7515.43
patient51,52,465710.18
patient51,53,1949127.04
patient51,54,1318093.23
patient51,55,1679790.19
patient51,56,835664.94
patient51,57,1688089.24
patient51,58,-25477.68
patient51,59,1757525.81
patient51,60,826035.86
patient51,61,893581.26
patient51,62,1184807.75
patient51,63,-33070.76
patient51,64,-96822.88
patient51,65,1505994.20
patient51,66,-16816.99
patient51,67,1651342.17
patient51,68,1230549.60
patient51,69,1659863.67
patient51,70,-144445.69
patient51,71,1838241.18
patient51,72,646270.82
patient51,73,955167.06
patient51,74,449525.65
patient51,75,1567056.05
patient51,76,1481448.24
patient51,77,1239496.95
patient51,78,550957.21
patient51,79,205660.22
patient51,80,1119229.10
patient51,81,1355.71
patient51,82,26688.81
patient51,83,587387.59
patient51,84,45011.53
patient51,85,197122.28
patient51,86,1117551.54
patient51,87,905687.71
patient51,88,429316.11
patient51,89,1215101.87
patient51,90,1928987.74
patient51,91,1573715.30
patient51,92,246534.41
patient51,93,287327.23
patient51,94,-184235.40
patient51,95,813541.74
patient51,96,31659.82
patient51,97,767325.42
patient51,98,1551892.16
patient51,99,168501.46
patient52,0,1848172.13
patient52,1,1757572.30
patient52,2,1170537.68
patient52,3,-161934.39
patient52,4,206719.97
patient52,5,1171955.14
patient52,6,1770409.06
patient52,7,915518.86
patient52,8,877900.14
patient52,9,1075352.94
patient52,10,771177.11
patient52,11,163915.00
patient52,12,1145964.32
patient52,13,1529674.57
patient52,14,822274.44
patient52,15,626180.25
patient52,16,125352.40
patient52,17,1050036.03
patient52,18,1313622.23
patient52,19,413703.16
patient52,20,647196.90
patient52,21,1365686.48
patient52,22,344678.02
patient52,23,1752191.17
patient52,24,936701.34
patient52,25,1213930.77
patient52,26,468113.74
patient52,27,76881.94
patient52,28,1803541.91
patient52,29,-45614.56
patient52,30,528580.31
patient52,31,329118.04
patient52,32,991029.55
patient52,33,885806.15
patient52,34,1932598.42
patient52,35,108715.06
patient52,36,1547793.77
patient52,37,1096967.50
patient52,38,-88707.83
patient52,39,1558066.75
patient52,40,-138629.32
patient52,41,160685.58
patient52,42,75463.13
patient52,43,1535073.15
patient52,44,1022525.91
patient52,45,1403549.42
patient52,46,763768.29
patient52,47,1390959.90
patient52,48,524887.35
patient52,49,1097661.14
patient52,50,709820.00
patient52,51,1330533.95
patient52,52,1360455.32
patient52,53,289999.62
patient52,54,314887.29
patient52,55,518336.80
patient52,56,1996136.55
patient52,57,1643383.35
patient52,58,1776476.40
patient52,59,380541.76
patient52,60,-61842.75
patient52,61,18852.71
patient52,62,1519350.72
patient52,63,665864.37
patient52,64,1565681.63
patient52,65,1186279.34
patient52,66,627430.42
patient52,67,510504.01
patient52,68,1033107.45
patient52,69,-43423.79
patient52,70,509690.46
patient52,71,526997.64
patient52,72,475980.07
patient52,73,569395.71
patient52,74,1932560.64
patient52,75,1835530.72
patient52,76,557239.42
patient52,77,1014192.53
patient52,78,735747.55
patient52,79,544981.60
patient52,80,1227870.19
patient52,81,763767.26
patient52,82,1866824.63
patient52,83,207235.11
patient52,84,1566543.43
patient52,85,477010.34
patient52,86,-40191.14
patient52,87,399319.03
patient52,88,343495.30
patient52,89,870757.14
patient52,90,1597852.14
patient52,91,589985.87
patient52,92,735587.68
patient52,93,1737681.43
patient52,94,-63196.61
patient52,95,632098.07
patient52,96,271814.58
patient52,97,-103916.59
patient52,98,22103.60
patient52,99,1465845.61
patient53,0,506190.20
patient53,1,664138.28
patient53,2,1209542.15
patient53,3,1867342.79
patient53,4,-167057.28
patient53,5,492938.73
patient53,6,1644535.32
patient53,7,1894644.01
patient53,8,916669.78
patient53,9,1405022.39
patient53,10,1563193.91
patient53,11,1354650.99
patient53,12,600620.17
patient53,13,-170357.64
patient53,14,1267210.86
patient53,15,697175.21
patient53,16,1560280.65
patient53,17,-184703.59
patient53,18,1449257.38
patient53,19,443540.87
patient53,20,-84087.36
patient53,21,223763.24
patient53,22,1218075.55
patient53,23,1052511.10
patient53,24,1541504.52
patient53,25,1757515.35
patient53,26,1003990.48
patient53,27,679303.95
patient53,28,1073393.31
patient53,29,1782205.36
patient53,30,-155984.09
patient53,31,1129353.57
patient53,32,590277.38
patient53,33,154127.12
patient53,34,863075.22
patient53,35,1369480.75
patient53,36,9879.99
patient53,37,722688.31
patient53,38,886348.41
patient53,39,1153442.85
patient53,40,731861.10
patient53,41,772114.76
patient53,42,698698.76
patient53,43,-81451.51
patient53,44,1620887.56
patient53,45,45365.09
patient53,46,-96185.95
patient53,47,1388601.44
patient53,48,1169345.24
patient53,49,1671184.72
patient53,50,1005141.57
patient53,51,1352753.11
patient53,52,350087.75
patient53,53,767640.51
patient53,54,1411443.60
patient53,55,1370558.11
patient53,56,1869328.27
patient53,57,1058420.90
patient53,58,954085.44
patient53,59,897064.79
patient53,60,107740.59
patient53,61,133792.93
patient53,62,215248.82
patient53,63,1442070.07
patient53,64,578350.75
patient53,65,1719390.90
patient53,66,407379.48
patient53,67,857860.20
patient53,68,1990249.63
patient53,69,841750.61
patient53,70,1486979.30
patient53,71,1653706.93
patient53,72,277604.60
patient53,73,1771709.54
patient53,74,1477538.82
patient53,75,1709540.78
patient53,76,613091.25
patient53,77,151040.28
patient53,78,1935307.19
patient53,79,980666.88
patient53,80,453114.22
patient53,81,1620738.83
patient53,82,1373599.82
patient53,83,868816.85
patient53,84,1182269.52
patient53,85,1965269.29
patient53,86,1282567.56
patient53,87,47466.00
patient53,88,236653.51
patient53,89,1008257.33
patient53,90,440854.79
patient53,91,553253.97
patient53,92,1509313.56
patient53,93,1530356.90
patient53,94,-30649.87
patient53,95,722952.19
patient53,96,212708.51
patient53,97,1611593.60
patient53,98,1251550.83
patient53,99,1936381.65
patient54,0,1915256.51
patient54,1,549463.40
patient54,2,1345272.88
patient54,3,556848.57
patient54,4,300638.55
patient54,5,1852768.55
patient54,6,-80418.48
patient54,7,612164.29
patient54,8,1994920.50
patient54,9,434615.33
patient54,10,945336.59
patient54,11,872007.12
patient54,12,1384681.16
patient54,13,562365.55
patient54,14,1051034.06
patient54,15,1798286.63
patient54,16,1482414.59
patient54,17,1026143.28
patient54,18,1885970.77
patient54,19,212457.27
patient54,20,796397.52
patient54,21,941912.39
patient54,22,-134241.91
patient54,23,-66323.83
patient54,24,875812.93
patient54,25,481240.77
patient54,26,261686.26
patient54,27,1203083.80
patient54,28,-7214.27
patient54,29,1422494.73
patient54,30,207799.31
patient54,31,902886.49
patient54,32,981832.59
patient54,33,1659848.05
patient54,34,1018199.86
patient54,35,1503897.73
patient54,36,1454991.23
patient54,37,656470.39
patient54,38,1328779.60
patient54,39,872364.22
patient54,40,1819401.38
patient54,41,1582474.60
patient54,42,795703.31
patient54,43,1092825.96
patient54,44,826528.02
patient54,45,-31368.97
patient54,46,725088.32
patient54,47,843132.16
patient54,48,1051822.91
patient54,49,320114.24
patient54,50,742950.94
patient54,51,663855.09
patient54,52,1729820.08
patient54,53,61879.73
patient54,54,1652075.27
patient54,55,1655173.04
patient54,56,1910908.06
patient54,57,1774568.89
patient54,58,783143.82
patient54,59,557438.20
patient54,60,-83147.87
patient54,61,378433.84
patient54,62,291130.40
patient54,63,-137327.11
patient54,64,196655.77
patient54,65,143269.74
patient54,66,1848764.56
patient54,67,869654.62
patient54,68,1685573.90
patient54,69,748560.98
patient54,70,446635.95
patient54,71,65962.43
patient54,72,469511.80
patient54,73,833417.73
patient54,74,1758111.39
patient54,75,-111508.23
patient54,76,803893.55
patient54,77,116582.57
patient54,78,733090.98
patient54,79,1961584.30
patient54,80,1939531.35
patient54,81,1599849.30
patient54,82,1367700.61
patient54,83,649919.26
patient54,84,1719179.59
patient54,85,770083.56
patient54,86,689261.52
patient54,87,943062.93
patient54,88,824975.38
patient54,89,159201.75
patient54,90,39586.61
patient54,91,1171696.93
patient54,92,1076655.20
patient54,93,1724406.10
patient54,94,221431.49
patient54,95,1626584.21
patient54,96,495239.67
patient54,97,1141257.80
patient54,98,1055209.20
patient54,99,2004358.92
patient55,0,1382259.84
patient55,1,1206660.02
patient55,2,1210675.52
patient55,3,1701644.86
patient55,4,1809382.85
patient55,5,574871.65
patient55,6,382628.68
patient55,7,1960783.57
patient55,8,1548656.04
patient55,9,529161.67
patient55,10,1446615.30
patient55,11,929180.40
patient55,12,-87463.57
patient55,13,1398252.27
patient55,14,1025859.29
patient55,15,1503795.24
patient55,16,1296693.32
patient55,17,1705585.34
patient55,18,696497.66
patient55,19,1846373.71
patient55,20,1065114.12
patient55,21,1666968.42
patient55,22,1065766.49
patient55,23,-34136.42
patient55,24,1636629.00
patient55,25,1407864.29
patient55,26,1485287.74
patient55,27,1235452.64
patient55,28,1618001.71
patient55,29,1460119.91
patient55,30,574393.57
patient55,31,1409595.25
patient55,32,1941063.29
patient55,33,290719.97
patient55,34,215203.08
patient55,35,1258787.61
patient55,36,411844.27
patient55,37,1040679.03
patient55,38,1592578.47
patient55,39,1299677.34
patient55,40,1727875.29
patient55,41,1114045.32
patient55,42,1338926.06
patient55,43,1778244.80
patient55,44,1386529.81
patient55,45,984044.77
patient55,46,1421034.90
patient55,47,507394.44
patient55,48,-183876.41
patient55,49,1772391.47
patient55,50,1368906.84
patient55,51,250565.12
patient55,52,1639541.93
patient55,53,723107.83
patient55,54,1593854.26
patient55,55,717819.47
patient55,56,495670.92
patient55,57,1041153.96
patient55,58,1972457.20
patient55,59,1187565.38
patient55,60,1987487.22
patient55,61,588804.40
patient55,62,525503.57
patient55,63,942547.04
patient55,64,546311.29
patient55,65,91969.12
patient55,66,1649510.84
patient55,67,1493341.62
patient55,68,581454.10
patient55,69,237899.04
patient55,70,881498.48
patient55,71,-72532.20
patient55,72,977691.59
patient55,73,685752.88
patient55,74,1492041.90
patient55,75,1163459.02
patient55,76,64763.30
patient55,77,1330463.29
patient55,78,928581.87
patient55,79,1736590.97
patient55,80,28020.50
patient55,81,1407851.42
patient55,82,797821.54
patient55,83,728164.62
patient55,84,307374.21
patient55,85,1027067.80
patient55,86,413907.69
patient55,87,1177559.37
patient55,88,1454385.67
patient55,89,1117400.15
patient55,90,1350570.61
patient55,91,1141411.80
patient55,92,1437254.83
patient55,93,1106751.78
patient55,94,498152.98
patient55,95,851320.22
patient55,96,196698.34
patient55,97,920721.85
patient55,98,786491.74
patient55,99,560078.10
patient56,0,1188793.20
patient56,1,691989.53
patient56,2,471288.76
patient56,3,630624.85
patient56,4,1660632.10
patient56,5,1878686.93
patient56,6,1112719.67
patient56,7,578670.48
patient56,8,1323406.62
patient56,9,67041.80
patient56,10,-132543.80
patient56,11,1006167.12
patient56,12,405514.76
patient56,13,1721458.93
patient56,14,1882845.37
patient56,15,-91482.85
patient56,16,1140451.22
patient56,17,1262235.99
patient56,18,1309083.28
patient56,19,71928.78
patient56,20,214.20
patient56,21,714407.16
patient56,22,1466592.37
patient56,23,1531193.30
patient56,24,752480.04
patient56,25,314899.10
patient56,26,787745.09
patient56,27,1883661.96
patient56,28,-184055.02
patient56,29,-173125.04
patient56,30,1547397.44
patient56,31,1210190.60
patient56,32,416339.25
patient56,33,1267197.34
patient56,34,-125139.65
patient56,35,781765.90
patient56,36,1250493.30
patient56,37,754801.62
patient56,38,1374513.52
patient56,39,1171057.96
patient56,40,980568.69
patient56,41,158935.57
patient56,42,-46436.54
patient56,43,987920.93
patient56,44,1332193.38
patient56,45,799286.87
patient56,46,743865.93
patient56,47,304585.28
patient56,48,1771113.69
patient56,49,1940844.27
patient56,50,201040.53
patient56,51,-2724.95
patient56,52,1702386.60
patient56,53,1234895.76
patient56,54,1339653.47
patient56,55,838434.76
patient56,56,1829098.35
patient56,57,1101013.54
patient56,58,1072465.87
patient56,59,1684327.09
patient56,60,74640.43
patient56,61,549786.06
patient56,62,337488.87
patient56,63,1106731.22
patient56,64,919049.27
patient56,65,1961023.25
patient56,66,1915887.42
patient56,67,-183938.26
patient56,68,487903.77
patient56,69,1045095.55
patient56,70,-144426.65
patient56,71,1331844.27
patient56,72,1223890.05
patient56,73,656458.51
patient56,74,253430.76
patient56,75,1428500.85
patient56,76,1785943.28
patient56,77,357357.37
patient56,78,1263218.66
patient56,79,1861562.28
patient56,80,753189.43
patient56,81,1760050.93
patient56,82,169290.50
patient56,83,73585.75
patient56,84,595299.55
patient56,85,1393777.48
patient56,86,65777.67
patient56,87,1137288.41
patient56,88,1688010.68
patient56,89,601012.58
patient56,90,448124.94
patient56,91,1438540.04
patient56,92,1143171.13
patient56,93,1717132.89
patient56,94,-70050.79
patient56,95,1163316.18
patient56,96,-162426.05
patient56,97,269012.97
patient56,98,1940858.82
patient56,99,704940.67
patient57,0,-150277.51
patient57,1,208763.39
patient57,2,679103.20
patient57,3,539827.14
patient57,4,-4567.96
patient57,5,-138275.02
patient57,6,454522.73
patient57,7,780349.56
patient57,8,736567.43
patient57,9,812851.98
patient57,10,1302763.39
patient57,11,222588.54
patient57,12,1769787.39
patient57,13,396262.89
patient57,14,1048535.96
patient57,15,1135246.09
patient57,16,842460.93
patient57,17,1842734.76
patient57,18,1041990.38
patient57,19,979541.80
patient57,20,2003425.42
patient57,21,185390.72
patient57,22,1550483.54
patient57,23,1763509.88
patient57,24,-49604.83
patient57,25,104127.75
patient57,26,1967672.88
patient57,27,383485.81
patient57,28,193378.24
patient57,29,101524.95
patient57,30,1866280.59
patient57,31,742706.27
patient57,32,1662754.94
patient57,33,1853535.86
patient57,34,606288.01
patient57,35,-82029.87
patient57,36,485091.20
patient57,37,1540760.57
patient57,38,-168575.01
patient57,39,1911933.25
patient57,40,1469112.99
patient57,41,1798114.51
patient57,42,1098094.98
patient57,43,1533318.82
patient57,44,1617075.78
patient57,45,230524.26
patient57,46,1385169.59
patient57,47,-92582.89
patient57,48,1499526.35
patient57,49,100466.53
patient57,50,1184093.55
patient57,51,267682.04
patient57,52,-174191.61
patient57,53,530391.91
patient57,54,950238.31
patient57,55,336913.55
patient57,56,822847.62
patient57,57,743145.70
patient57,58,1083353.64
patient57,59,1828163.78
patient57,60,1559663.30
patient57,61,52995.49
patient57,62,461764.00
patient57,63,429296.85
patient57,64,1028122.27
patient57,65,1187027.12
patient57,66,332869.24
patient57,67,1272073.30
patient57,68,1074824.12
patient57,69,-34048.56
patient57,70,266713.24
patient57,71,1726681.99
patient57,72,468500.32
patient57,73,1226188.91
patient57,74,816417.41
patient57,75,1739525.35
patient57,76,879565.64
patient57,77,625889.22
patient57,78,588685.78
patient57,79,1442711.92
patient57,80,1345624.94
patient57,81,607400.38
patient57,82,1394115.27
patient57,83,1466784.55
patient57,84,790704.23
patient57,85,424580.46
patient57,86,281658.10
patient57,87,1075790.64
patient57,88,119843.06
patient57,89,1331059.95
patient57,90,183294.62
patient57,91,974734.30
patient57,92,488229.88
patient57,93,1119118.67
patient57,94,1197220.91
patient57,95,465639.33
patient57,96,-36837.37
patient57,97,1077916.06
patient57,98,737555.66
patient57,99,684276.49
patient58,0,667404.94
patient58,1,1559512.37
patient58,2,1803736.55
patient58,3,819613.58
patient58,4,1599245.15
patient58,5,616021.08
patient58,6,1338370.19
patient58,7,3095.56
patient58,8,1679102.37
patient58,9,1373624.90
patient58,10,18780.47
patient58,11,1814230.41
patient58,12,-186521.81
patient58,13,1468555.36
patient58,14,1465272.03
patient58,15,1142214.60
patient58,16,516587.18
patient58,17,1416418.58
patient58,18,1495691.77
patient58,19,409091.83
patient58,20,1368420.83
patient58,21,439314.27
patient58,22,1695333.22
patient58,23,1035528.05
patient58,24,121975.36
patient58,25,651673.74
patient58,26,-112487.40
patient58,27,605694.87
patient58,28,1415750.13
patient58,29,741292.10
patient58,30,447917.45
patient58,31,1146522.47
patient58,32,1780128.87
patient58,33,1988606.01
patient58,34,95066.69
patient58,35,163355.10
patient58,36,465213.22
patient58,37,-123344.23
patient58,38,1458723.77
patient58,39,1378079.05
patient58,40,189834.58
patient58,41,1911337.70
patient58,42,321582.98
patient58,43,307044.56
patient58,44,698449.51
patient58,45,1421090.07
patient58,46,207294.84
patient58,47,570235.03
patient58,48,988957.44
patient58,49,1215358.43
patient58,50,-163380.76
patient58,51,1809120.07
patient58,52,259981.07
patient58,53,454414.20
patient58,54,133133.23
patient58,55,1952409.37
patient58,56,294621.18
patient58,57,898588.51
patient58,58,100979.44
patient58,59,-76610.07
patient58,60,1561562.23
patient58,61,1097950.70
patient58,62,28507.46
patient58,63,1466528.57
patient58,64,-79568.56
patient58,65,1166488.32
patient58,66,114563.47
patient58,67,99304.38
patient58,68,474068.99
patient58,69,333711.86
patient58,70,776923.20
patient58,71,1032324.77
patient58,72,1629770.10
patient58,73,868465.24
patient58,74,311073.77
patient58,75,1874199.02
patient58,76,1091173.19
patient58,77,112033.40
patient58,78,1248253.71
patient58,79,483102.52
patient58,80,1142413.91
patient58,81,131034.81
patient58,82,108704.06
patient58,83,1314991.41
patient58,84,1663431.69
patient58,85,1653334.66
patient58,86,1471629.95
patient58,87,1650790.28
patient58,88,1332731.10
patient58,89,1371858.33
patient58,90,833416.35
patient58,91,1911354.39
patient58,92,1823188.34
patient58,93,555058.20
patient58,94,553664.86
patient58,95,398643.44
patient58,96,1591748.93
patient58,97,506765.37
patient58,98,-152278.59
patient58,99,1134148.68
patient59,0,1706715.46
patient59,1,1975621.01
patient59,2,682948.71
patient59,3,1211704.81
patient59,4,836707.43
patient59,5,1640986.36
patient59,6,742443.37
patient59,7,356325.02
patient59,8,1302461.12
patient59,9,899415.17
patient59,10,253812.39
patient59,11,391201.10
patient59,12,1592470.92
patient59,13,-129702.53
patient59,14,1276578.64
patient59,15,840992.26
patient59,16,1265915.19
patient59,17,465560.25
patient59,18,-85730.30
patient59,19,1434952.33
patient59,20,608346.70
patient59,21,1603924.93
patient59,22,1021054.97
patient59,23,1891776.80
patient59,24,352630.03
patient59,25,494540.33
patient59,26,1247801.61
patient59,27,160957.58
patient59,28,557877.98
patient59,29,892184.97
patient59,30,775813.55
patient59,31,743289.02
patient59,32,1095432.50
patient59,33,1201129.56
patient59,34,88498.49
patient59,35,1340024.54
patient59,36,1578275.59
patient59,37,1105081.61
patient59,38,1122108.97
patient59,39,855020.28
patient59,40,1031836.00
patient59,41,-169999.41
patient59,42,454683.88
patient59,43,1387149.67
patient59,44,-11113.03
patient59,45,1322200.65
patient59,46,843489.34
patient59,47,355269.64
patient59,48,454738.80
patient59,49,1822686.53
patient59,50,772947.53
patient59,51,720564.16
patient59,52,333195.59
patient59,53,1254589.57
patient59,54,1884895.92
patient59,55,42598.75
patient59,56,1978567.08
patient59,57,1339893.61
patient59,58,1334675.86
patient59,59,1087938.88
patient59,60,711883.72
patient59,61,1370103.99
patient59,62,-51925.09
patient59,63,74489.99
patient59,64,536561.40
patient59,65,1412251.88
patient59,66,134049.87
patient59,67,316113.32
patient59,68,1530000.83
patient59,69,781279.79
patient59,70,1457038.44
patient59,71,457439.33
patient59,72,-29814.66
patient59,73,794553.35
patient59,74,1251350.88
patient59,75,455555.02
patient59,76,1711168.88
patient59,77,1903911.22
patient59,78,1221947.42
patient59,79,1678498.09
patient59,80,-60102.39
patient59,81,1606399.50
patient59,82,1520758.15
patient59,83,151432.27
patient59,84,1804354.23
patient59,85,1259267.45
patient59,86,1860890.43
patient59,87,1074338.62
patient59,88,1368907.86
patient59,89,-92711.82
patient59,90,776656.78
patient59,91,1099920.68
patient59,92,676561.52
patient59,93,-16908.62
patient59,94,733458.81
patient59,95,351389.48
patient59,96,1045102.90
patient59,97,567294.06
patient59,98,870483.22
patient59,99,1442428.02
patient60,0,53465.46
patient60,1,1463426.68
patient60,2,1423142.60
patient60,3,1848254.32
patient60,4,163433.94
patient60,5,1100190.95
patient60,6,1967808.30
patient60,7,-147164.71
patient60,8,247343.72
patient60,9,-130212.54
patient60,10,613326.54
patient60,11,45676.64
patient60,12,1046191.99
patient60,13,-170970.09
patient60,14,192381.97
patient60,15,73990.36
patient60,16,626651.37
patient60,17,590909.07
patient60,18,1801212.27
patient60,19,858424.40
patient60,20,1819485.17
patient60,21,801842.33
patient60,22,1665849.26
patient60,23,1027690.25
patient60,24,1287307.44
patient60,25,1162103.43
patient60,26,630043.69
patient60,27,89665.21
patient60,28,289487.58
patient60,29,956566.34
patient60,30,26881.80
patient60,31,-8534.57
patient60,32,1052789.20
patient60,33,1435086.43
patient60,34,317702.08
patient60,35,1220992.77
patient60,36,1301088.18
patient60,37,846316.05
patient60,38,1834063.90
patient60,39,1621542.96
patient60,40,-73961.27
patient60,41,1558247.27
patient60,42,14272.42
patient60,43,1608820.00
patient60,44,1720404.01
patient60,45,701219.64
patient60,46,895828.28
patient60,47,329967.04
patient60,48,1366384.54
patient60,49,343696.65
patient60,50,1033926.29
patient60,51,1396990.38
patient60,52,75922.80
patient60,53,39032.81
patient60,54,1298759.67
patient60,55,495313.80
patient60,56,1274714.94
patient60,57,-170351.86
patient60,58,1342148.46
patient60,59,154157.32
patient60,60,390265.73
patient60,61,1604514.05
patient60,62,517924.54
patient60,63,526482.29
patient60,64,611615.70
patient60,65,30055.33
patient60,66,345571.89
patient60,67,1976707.50
patient60,68,-67045.85
patient60,69,531425.89
patient60,70,1501614.98
patient60,71,148863.48
patient60,72,-98205.16
patient60,73,1350302.02
patient60,74,1881496.82
patient60,75,275328.29
patient60,76,435596.38
patient60,77,1941419.10
patient60,78,-49377.32
patient60,79,-79253.47
patient60,80,1907521.55
patient60,81,115430.59
patient60,82,1183811.44
patient60,83,1939675.05
patient60,84,2001615.70
patient60,85,1053157.09
patient60,86,279394.45
